"id","category","question_type","template_family","variant_id","question","option_a","option_b","option_c","option_d","option_e","correct_answer","correct_answer_text","explanation","source","review_status","image_url"
"Q0106","LSAT-style","must_be_true","LR-must_be_true","11","At Kestrel Archive, every one of its documents that contains private addresses also requires restricted handling. Every one that requires restricted handling also has an access classification. Which statement must be true?","None of its documents that has an access classification also requires restricted handling.","At least one of its documents contains private addresses.","Every one of its documents that contains private addresses also has an access classification.","Every one of its documents that has an access classification also contains private addresses.","Every one of its documents that requires restricted handling also contains private addresses.","C","Every one of its documents that contains private addresses also has an access classification.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0076","LSAT-style","must_be_true","LR-must_be_true","8","At Harbor Pool, every one of its sessions that admits novice swimmers also has an instructor. Every one that has an instructor also has a designated supervisor. Which statement must be true?","Every one of its sessions that has a designated supervisor also admits novice swimmers.","At least one of its sessions admits novice swimmers.","Every one of its sessions that has an instructor also admits novice swimmers.","None of its sessions that has a designated supervisor also has an instructor.","Every one of its sessions that admits novice swimmers also has a designated supervisor.","E","Every one of its sessions that admits novice swimmers also has a designated supervisor.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0203","LSAT-style","evaluate","LR-evaluate","21","After Umber Studio introduced weekly feedback sessions, the number of assignments completed on time increased. The director concludes that the change caused the increase. The answer to which question would be most useful in evaluating the argument?","Was the director the first person to suggest the change?","Does the organization have a short name?","Did comparable organizations that did not introduce weekly feedback sessions experience a similar increase during the same period?","Do staff prefer morning meetings to afternoon meetings?","Was the announcement printed in color?","C","Did comparable organizations that did not introduce weekly feedback sessions experience a similar increase during the same period?","An increase in the comparison group would suggest a common outside cause; no such increase would make the causal explanation more credible.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0447","IQ-style","ordering","IQ-ordering","20","Five people each receive a different rank in contest 20. Eli finishes ahead of Dee, Dee ahead of Cy, Cy ahead of Bo, and Bo ahead of Ari. Who finishes first?","Ari","Cy","Dee","Eli","Bo","D","Eli","The complete order from first to fifth is Eli, Dee, Cy, Bo, Ari.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0083","LSAT-style","evaluate","LR-evaluate","9","After Iris Garden introduced guided tours, monthly admissions increased. The director concludes that the change caused the increase. The answer to which question would be most useful in evaluating the argument?","Was the announcement printed in color?","Does the organization have a short name?","Do staff prefer morning meetings to afternoon meetings?","Did comparable organizations that did not introduce guided tours experience a similar increase during the same period?","Was the director the first person to suggest the change?","D","Did comparable organizations that did not introduce guided tours experience a similar increase during the same period?","An increase in the comparison group would suggest a common outside cause; no such increase would make the causal explanation more credible.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0481","IQ-style","number_sequence","IQ-number_sequence","24","The sequence follows a constant-addition rule: 26, 31, 36, 41, 46, ?. What is the missing number?","52","49","51","54","50","C","51","Add 5 each time; 46 + 5 = 51.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0002","LSAT-style","strengthen","LR-strengthen","1","After Alder Library introduced extended evening hours, weekly book loans increased. The director concludes that the change caused the increase. Which additional finding most strengthens the causal conclusion?","The director expected the change to help.","Some staff preferred the previous practice.","A randomized trial at comparable organizations found greater improvement in the group introducing extended evening hours than in the group keeping its previous practice.","The new practice has a memorable name.","The organization measured the outcome only once after the change.","C","A randomized trial at comparable organizations found greater improvement in the group introducing extended evening hours than in the group keeping its previous practice.","Random assignment and a comparison group help isolate the effect of the intervention. An expectation or label does not provide comparable evidence.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0019","LSAT-style","necessary_assumption","LR-necessary_assumption","2","Brook Museum plans to fund audio guides entirely by reducing printing costs. The finance officer argues: ""The printing savings will cover the full cost, so we will not need any other funding for the change."" Which assumption is required?","No staff member will object to the change.","The organization will never print anything again.","Every other possible change would cost more.","The new practice will improve every measured outcome.","The printing savings available for the change will be at least as large as its full cost.","E","The printing savings available for the change will be at least as large as its full cost.","If available printing savings are smaller than the full cost, the stated funding conclusion fails. The stronger claims in the other options are unnecessary.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0462","IQ-style","multiplication_sequence","IQ-multiplication_sequence","22","Each term is obtained by multiplying the preceding term by the same positive integer: 23, 69, 207, 621, ?. What comes next?","1862","1864","1863","1866","1861","C","1863","The multiplier is 3, so 621 × 3 = 1863.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0111","LSAT-style","weaken","LR-weaken","12","After Larch Clinic introduced appointment reminders, the proportion of patients arriving on time increased. The director concludes that the change caused the increase. Which finding, if true, most weakens the argument?","Staff discussed several other possible changes.","The director announced the change in advance.","At the same time, a new bus route began stopping outside, which independently tends to increase the measured outcome.","The organization had kept records before the change.","Some people first heard about the organization several years ago.","C","At the same time, a new bus route began stopping outside, which independently tends to increase the measured outcome.","A simultaneous change offers an alternative cause of the improvement. The other findings do not explain the increase.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0359","IQ-style","spatial_cubes","IQ-spatial_cubes","11","A solid cube has edge length 102 cm. All six outer faces are painted. It is cut into cubes of edge length 17 cm. How many small cubes have no painted face?","216","70","65","125","64","E","64","There are 6 small cubes per edge. Only the interior cubes are unpainted: (6 − 2)^3 = 64.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0371","IQ-style","number_sequence","IQ-number_sequence","13","The sequence follows a constant-addition rule: 15, 23, 31, 39, 47, ?. What is the missing number?","56","58","55","54","53","C","55","Add 8 each time; 47 + 8 = 55.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0389","IQ-style","spatial_cubes","IQ-spatial_cubes","14","A solid cube has edge length 100 cm. All six outer faces are painted. It is cut into cubes of edge length 20 cm. How many small cubes have no painted face?","28","32","27","64","125","C","27","There are 5 small cubes per edge. Only the interior cubes are unpainted: (5 − 2)^3 = 27.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0422","IQ-style","multiplication_sequence","IQ-multiplication_sequence","18","Each term is obtained by multiplying the preceding term by the same positive integer: 19, 38, 76, 152, ?. What comes next?","302","307","303","304","305","D","304","The multiplier is 2, so 152 × 2 = 304.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0338","IQ-style","symbol_operation","IQ-symbol_operation","9","Define the operation a ◆ b as (a × b) + 11. What is 12 ◆ 10?","134","132","131","129","130","C","131","Substitute into the definition: (12 × 10) + 11 = 131.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0486","IQ-style","mental_rotation","IQ-mental_rotation","24","A robot faces north. It turns clockwise by 90 degrees, then moves straight ahead 26 metres without turning again. Which direction is it facing?","east","Its direction cannot be determined.","south","west","north","A","east","A 90-degree clockwise turn moves 1 quarter-turn around north, east, south, west. Forward travel does not change orientation.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0336","IQ-style","mental_rotation","IQ-mental_rotation","9","A robot faces east. It turns clockwise by 90 degrees, then moves straight ahead 11 metres without turning again. Which direction is it facing?","west","Its direction cannot be determined.","south","east","north","C","south","A 90-degree clockwise turn moves 1 quarter-turn around north, east, south, west. Forward travel does not change orientation.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0041","LSAT-style","weaken","LR-weaken","5","After Elm Food Bank introduced text reminders, the proportion of appointments attended increased. The director concludes that the change caused the increase. Which finding, if true, most weakens the argument?","The organization had kept records before the change.","Some people first heard about the organization several years ago.","The director announced the change in advance.","Staff discussed several other possible changes.","At the same time, free transport became available to clients, which independently tends to increase the measured outcome.","E","At the same time, free transport became available to clients, which independently tends to increase the measured outcome.","A simultaneous change offers an alternative cause of the improvement. The other findings do not explain the increase.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0322","IQ-style","multiplication_sequence","IQ-multiplication_sequence","8","Each term is obtained by multiplying the preceding term by the same positive integer: 9, 36, 144, 576, ?. What comes next?","2302","2307","2303","2304","2305","D","2304","The multiplier is 4, so 576 × 4 = 2304.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0300","IQ-style","set_reasoning","IQ-set_reasoning","5","A group has 20 members. 8 solve a word puzzle, 9 solve a number puzzle, and 1 solve both. How many solve at least one of the two puzzles?","15","16","17","20","14","B","16","Count each solver once: 8 + 9 − 1 = 16. Subtract the overlap because it was counted twice.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0337","IQ-style","ordering","IQ-ordering","9","Five people each receive a different rank in contest 9. Eli finishes ahead of Ari, Ari ahead of Bo, Bo ahead of Cy, and Cy ahead of Dee. Who finishes fifth?","Cy","Bo","Dee","Eli","Ari","C","Dee","The complete order from first to fifth is Eli, Ari, Bo, Cy, Dee.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0477","IQ-style","ordering","IQ-ordering","23","Five people each receive a different rank in contest 23. Dee finishes ahead of Eli, Eli ahead of Ari, Ari ahead of Bo, and Bo ahead of Cy. Who finishes fourth?","Eli","Dee","Cy","Bo","Ari","D","Bo","The complete order from first to fifth is Dee, Eli, Ari, Bo, Cy.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0433","IQ-style","increasing_differences","IQ-increasing_differences","19","Successive differences increase by 1: 23, 43, 64, 86, 109, ?. Find the next term.","131","132","134","133","136","D","133","The differences are 20, 21, 22, 23; the next is 24. Thus 109 + 24 = 133.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0484","IQ-style","number_matrix","IQ-number_matrix","24","In each row, the third number equals the first multiplied by the second. Row 1: 26, 29, 754. Row 2: 29, 27, 783. Row 3: 31, 27, ?. Find the missing entry.","835","838","836","840","837","E","837","Apply the stated row rule: 31 × 27 = 837.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0173","LSAT-style","evaluate","LR-evaluate","18","After Reed Orchestra introduced short preview concerts, season ticket sales increased. The director concludes that the change caused the increase. The answer to which question would be most useful in evaluating the argument?","Does the organization have a short name?","Did comparable organizations that did not introduce short preview concerts experience a similar increase during the same period?","Do staff prefer morning meetings to afternoon meetings?","Was the director the first person to suggest the change?","Was the announcement printed in color?","B","Did comparable organizations that did not introduce short preview concerts experience a similar increase during the same period?","An increase in the comparison group would suggest a common outside cause; no such increase would make the causal explanation more credible.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0080","LSAT-style","principle_application","LR-principle_application","8","Harbor Pool adopts this rule: Approve a pilot if, and only if, its total cost is below 8,000 credits and it can be reversed within one month. A pilot of online booking costs 3700 credits and can be reversed in two weeks. Which judgment follows from the rule?","Approve this pilot because it satisfies both required conditions.","The rule gives no basis for deciding whether to approve it.","Approve it only if it is certain to succeed.","Reject it because every pilot must cost nothing.","Reject it because reversibility is irrelevant.","A","Approve this pilot because it satisfies both required conditions.","Its cost of 3700 credits is below 8,000, and two weeks is within one month. Both necessary and sufficient conditions hold.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0289","IQ-style","spatial_cubes","IQ-spatial_cubes","4","A solid cube has edge length 30 cm. All six outer faces are painted. It is cut into cubes of edge length 10 cm. How many small cubes have no painted face?","4","1","2","8","27","B","1","There are 3 small cubes per edge. Only the interior cubes are unpainted: (3 − 2)^3 = 1.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0222","LSAT-style","strengthen","LR-strengthen","23","After Willow Parks introduced outdoor exercise classes, weekly park visits increased. The director concludes that the change caused the increase. Which additional finding most strengthens the causal conclusion?","The director expected the change to help.","A randomized trial at comparable organizations found greater improvement in the group introducing outdoor exercise classes than in the group keeping its previous practice.","Some staff preferred the previous practice.","The new practice has a memorable name.","The organization measured the outcome only once after the change.","B","A randomized trial at comparable organizations found greater improvement in the group introducing outdoor exercise classes than in the group keeping its previous practice.","Random assignment and a comparison group help isolate the effect of the intervention. An expectation or label does not provide comparable evidence.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0399","IQ-style","spatial_cubes","IQ-spatial_cubes","15","A solid cube has edge length 126 cm. All six outer faces are painted. It is cut into cubes of edge length 21 cm. How many small cubes have no painted face?","125","65","70","216","64","E","64","There are 6 small cubes per edge. Only the interior cubes are unpainted: (6 − 2)^3 = 64.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0210","LSAT-style","principle_application","LR-principle_application","21","Umber Studio adopts this rule: Approve a pilot if, and only if, its total cost is below 8,000 credits and it can be reversed within one month. A pilot of weekly feedback sessions costs 5000 credits and can be reversed in two weeks. Which judgment follows from the rule?","The rule gives no basis for deciding whether to approve it.","Reject it because every pilot must cost nothing.","Approve it only if it is certain to succeed.","Approve this pilot because it satisfies both required conditions.","Reject it because reversibility is irrelevant.","D","Approve this pilot because it satisfies both required conditions.","Its cost of 5000 credits is below 8,000, and two weeks is within one month. Both necessary and sufficient conditions hold.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0086","LSAT-style","must_be_true","LR-must_be_true","9","At Iris Garden, every one of its plots that contains protected plants also has restricted access. Every one that has restricted access also has a posted notice. Which statement must be true?","None of its plots that has a posted notice also has restricted access.","At least one of its plots contains protected plants.","Every one of its plots that has restricted access also contains protected plants.","Every one of its plots that contains protected plants also has a posted notice.","Every one of its plots that has a posted notice also contains protected plants.","D","Every one of its plots that contains protected plants also has a posted notice.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0130","LSAT-style","principle_application","LR-principle_application","13","Maple Market adopts this rule: Approve a pilot if, and only if, its total cost is below 8,000 credits and it can be reversed within one month. A pilot of loyalty vouchers costs 4200 credits and can be reversed in two weeks. Which judgment follows from the rule?","Reject it because reversibility is irrelevant.","Approve it only if it is certain to succeed.","Approve this pilot because it satisfies both required conditions.","Reject it because every pilot must cost nothing.","The rule gives no basis for deciding whether to approve it.","C","Approve this pilot because it satisfies both required conditions.","Its cost of 4200 credits is below 8,000, and two weeks is within one month. Both necessary and sufficient conditions hold.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0362","IQ-style","multiplication_sequence","IQ-multiplication_sequence","12","Each term is obtained by multiplying the preceding term by the same positive integer: 13, 26, 52, 104, ?. What comes next?","206","211","208","207","209","C","208","The multiplier is 2, so 104 × 2 = 208.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0010","LSAT-style","principle_application","LR-principle_application","1","Alder Library adopts this rule: Approve a pilot if, and only if, its total cost is below 8,000 credits and it can be reversed within one month. A pilot of extended evening hours costs 3000 credits and can be reversed in two weeks. Which judgment follows from the rule?","Reject it because reversibility is irrelevant.","Approve it only if it is certain to succeed.","The rule gives no basis for deciding whether to approve it.","Approve this pilot because it satisfies both required conditions.","Reject it because every pilot must cost nothing.","D","Approve this pilot because it satisfies both required conditions.","Its cost of 3000 credits is below 8,000, and two weeks is within one month. Both necessary and sufficient conditions hold.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0449","IQ-style","spatial_cubes","IQ-spatial_cubes","20","A solid cube has edge length 78 cm. All six outer faces are painted. It is cut into cubes of edge length 26 cm. How many small cubes have no painted face?","2","8","1","4","27","C","1","There are 3 small cubes per edge. Only the interior cubes are unpainted: (3 − 2)^3 = 1.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0153","LSAT-style","evaluate","LR-evaluate","16","After Pine Delivery introduced routing software, the proportion of deliveries completed on time increased. The director concludes that the change caused the increase. The answer to which question would be most useful in evaluating the argument?","Do staff prefer morning meetings to afternoon meetings?","Was the director the first person to suggest the change?","Does the organization have a short name?","Was the announcement printed in color?","Did comparable organizations that did not introduce routing software experience a similar increase during the same period?","E","Did comparable organizations that did not introduce routing software experience a similar increase during the same period?","An increase in the comparison group would suggest a common outside cause; no such increase would make the causal explanation more credible.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0178","LSAT-style","quantifier_inference","LR-quantifier_inference","18","At Reed Orchestra, some of its instruments is loaned to a student. Every one of its instruments that is loaned to a student also has an assigned borrower. Which conclusion follows logically?","Some of its instruments that has an assigned borrower also is loaned to a student.","Every one of its instruments that has an assigned borrower also is loaned to a student.","None of its instruments has an assigned borrower.","Some of its instruments that is loaned to a student do not satisfy the condition 'has an assigned borrower'.","Every one of its instruments is loaned to a student.","A","Some of its instruments that has an assigned borrower also is loaned to a student.","The objects asserted to be A must also be B, establishing at least one object that is both. Nothing establishes that all B are A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0229","LSAT-style","necessary_assumption","LR-necessary_assumption","23","Willow Parks plans to fund outdoor exercise classes entirely by reducing printing costs. The finance officer argues: ""The printing savings will cover the full cost, so we will not need any other funding for the change."" Which assumption is required?","The organization will never print anything again.","No staff member will object to the change.","The new practice will improve every measured outcome.","The printing savings available for the change will be at least as large as its full cost.","Every other possible change would cost more.","D","The printing savings available for the change will be at least as large as its full cost.","If available printing savings are smaller than the full cost, the stated funding conclusion fails. The stronger claims in the other options are unnecessary.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0116","LSAT-style","must_be_true","LR-must_be_true","12","At Larch Clinic, every one of its records that is marked confidential also requires access authorization. Every one that requires access authorization also has an audit trail. Which statement must be true?","At least one of its records is marked confidential.","None of its records that has an audit trail also requires access authorization.","Every one of its records that has an audit trail also is marked confidential.","Every one of its records that is marked confidential also has an audit trail.","Every one of its records that requires access authorization also is marked confidential.","D","Every one of its records that is marked confidential also has an audit trail.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0365","IQ-style","letter_coding","IQ-letter_coding","12","A code shifts every letter 3 places forward in the English alphabet, wrapping Z to A. How is LEAF encoded?","PIEJ","RKGL","NGCH","OHDI","QJFK","D","OHDI","Shift each letter by 3: L→O, E→H, A→D, F→I.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0436","IQ-style","mental_rotation","IQ-mental_rotation","19","A robot faces west. It turns clockwise by 180 degrees, then moves straight ahead 21 metres without turning again. Which direction is it facing?","north","south","Its direction cannot be determined.","west","east","E","east","A 180-degree clockwise turn moves 2 quarter-turns around north, east, south, west. Forward travel does not change orientation.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0199","LSAT-style","necessary_assumption","LR-necessary_assumption","20","Tide Aquarium plans to fund interactive exhibits entirely by reducing printing costs. The finance officer argues: ""The printing savings will cover the full cost, so we will not need any other funding for the change."" Which assumption is required?","Every other possible change would cost more.","The new practice will improve every measured outcome.","The organization will never print anything again.","No staff member will object to the change.","The printing savings available for the change will be at least as large as its full cost.","E","The printing savings available for the change will be at least as large as its full cost.","If available printing savings are smaller than the full cost, the stated funding conclusion fails. The stronger claims in the other options are unnecessary.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0316","IQ-style","mental_rotation","IQ-mental_rotation","7","A robot faces west. It turns clockwise by 180 degrees, then moves straight ahead 9 metres without turning again. Which direction is it facing?","east","south","west","north","Its direction cannot be determined.","A","east","A 180-degree clockwise turn moves 2 quarter-turns around north, east, south, west. Forward travel does not change orientation.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0194","LSAT-style","causal_flaw","LR-causal_flaw","20","After Tide Aquarium introduced interactive exhibits, average visitor ratings increased. The director concludes that the change caused the increase. The reasoning is vulnerable primarily because it:","Treats an improvement following a change as enough to establish that the change produced the improvement.","Infers that an event is impossible because it is rare.","Shows that the outcome decreased and then claims it increased.","Assumes that what is true of every organization must be false of this organization.","Rejects the conclusion solely because of the director's character.","A","Treats an improvement following a change as enough to establish that the change produced the improvement.","The evidence gives temporal order, but does not rule out other causes.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0295","IQ-style","letter_coding","IQ-letter_coding","5","A code shifts every letter 1 place forward in the English alphabet, wrapping Z to A. How is WAVE encoded?","WAVE","AEZI","YCXG","ZDYH","XBWF","E","XBWF","Shift each letter by 1: W→X, A→B, V→W, E→F.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0242","LSAT-style","strengthen","LR-strengthen","25","After Yarrow Centre introduced free introductory classes, monthly registrations increased. The director concludes that the change caused the increase. Which additional finding most strengthens the causal conclusion?","Some staff preferred the previous practice.","The organization measured the outcome only once after the change.","A randomized trial at comparable organizations found greater improvement in the group introducing free introductory classes than in the group keeping its previous practice.","The director expected the change to help.","The new practice has a memorable name.","C","A randomized trial at comparable organizations found greater improvement in the group introducing free introductory classes than in the group keeping its previous practice.","Random assignment and a comparison group help isolate the effect of the intervention. An expectation or label does not provide comparable evidence.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0008","LSAT-style","quantifier_inference","LR-quantifier_inference","1","At Alder Library, some of its branches offers evening hours. Every one of its branches that offers evening hours also has a trained supervisor. Which conclusion follows logically?","Every one of its branches that has a trained supervisor also offers evening hours.","None of its branches has a trained supervisor.","Some of its branches that offers evening hours do not satisfy the condition 'has a trained supervisor'.","Some of its branches that has a trained supervisor also offers evening hours.","Every one of its branches offers evening hours.","D","Some of its branches that has a trained supervisor also offers evening hours.","The objects asserted to be A must also be B, establishing at least one object that is both. Nothing establishes that all B are A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0092","LSAT-style","strengthen","LR-strengthen","10","After Juniper Workshop introduced tool reservations, the number of projects completed monthly increased. The director concludes that the change caused the increase. Which additional finding most strengthens the causal conclusion?","Some staff preferred the previous practice.","The director expected the change to help.","The new practice has a memorable name.","The organization measured the outcome only once after the change.","A randomized trial at comparable organizations found greater improvement in the group introducing tool reservations than in the group keeping its previous practice.","E","A randomized trial at comparable organizations found greater improvement in the group introducing tool reservations than in the group keeping its previous practice.","Random assignment and a comparison group help isolate the effect of the intervention. An expectation or label does not provide comparable evidence.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0057","LSAT-style","sufficient_assumption","LR-sufficient_assumption","6","At Fern Theatre, every one of its performances that uses pyrotechnics also has a safety officer. A manager concludes that every one that uses pyrotechnics also has an emergency plan. Which additional premise, if assumed, guarantees the conclusion?","Every one of its performances that has a safety officer also has an emergency plan.","Some of its performances that has a safety officer also has an emergency plan.","Some of its performances that has an emergency plan also uses pyrotechnics.","Every one of its performances that has an emergency plan also uses pyrotechnics.","Every one of its performances that has an emergency plan also has a safety officer.","A","Every one of its performances that has a safety officer also has an emergency plan.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0494","IQ-style","number_matrix","IQ-number_matrix","25","In each row, the third number equals the first multiplied by the second. Row 1: 27, 30, 810. Row 2: 30, 28, 840. Row 3: 32, 28, ?. Find the missing entry.","896","895","899","897","894","A","896","Apply the stated row rule: 32 × 28 = 896.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0021","LSAT-style","weaken","LR-weaken","3","After Cedar Transit introduced live arrival displays, weekday ridership increased. The director concludes that the change caused the increase. Which finding, if true, most weakens the argument?","Staff discussed several other possible changes.","The organization had kept records before the change.","At the same time, the price of parking downtown increased, which independently tends to increase the measured outcome.","The director announced the change in advance.","Some people first heard about the organization several years ago.","C","At the same time, the price of parking downtown increased, which independently tends to increase the measured outcome.","A simultaneous change offers an alternative cause of the improvement. The other findings do not explain the increase.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0190","LSAT-style","principle_application","LR-principle_application","19","Spruce Gym adopts this rule: Approve a pilot if, and only if, its total cost is below 8,000 credits and it can be reversed within one month. A pilot of fitness consultations costs 4800 credits and can be reversed in two weeks. Which judgment follows from the rule?","Reject it because reversibility is irrelevant.","Approve it only if it is certain to succeed.","The rule gives no basis for deciding whether to approve it.","Approve this pilot because it satisfies both required conditions.","Reject it because every pilot must cost nothing.","D","Approve this pilot because it satisfies both required conditions.","Its cost of 4800 credits is below 8,000, and two weeks is within one month. Both necessary and sufficient conditions hold.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0381","IQ-style","number_sequence","IQ-number_sequence","14","The sequence follows a constant-addition rule: 16, 18, 20, 22, 24, ?. What is the missing number?","25","29","24","27","26","E","26","Add 2 each time; 24 + 2 = 26.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0388","IQ-style","symbol_operation","IQ-symbol_operation","14","Define the operation a ◆ b as (a × b) + 16. What is 17 ◆ 15?","272","271","274","269","270","B","271","Substitute into the definition: (17 × 15) + 16 = 271.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0216","LSAT-style","must_be_true","LR-must_be_true","22","At Vale Hostel, every one of its rooms that has a balcony also has a safety inspection. Every one that has a safety inspection also has an inspection record. Which statement must be true?","None of its rooms that has an inspection record also has a safety inspection.","At least one of its rooms has a balcony.","Every one of its rooms that has a safety inspection also has a balcony.","Every one of its rooms that has a balcony also has an inspection record.","Every one of its rooms that has an inspection record also has a balcony.","D","Every one of its rooms that has a balcony also has an inspection record.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0252","IQ-style","multiplication_sequence","IQ-multiplication_sequence","1","Each term is obtained by multiplying the preceding term by the same positive integer: 2, 6, 18, 54, ?. What comes next?","160","163","161","165","162","E","162","The multiplier is 3, so 54 × 3 = 162.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0277","IQ-style","ordering","IQ-ordering","3","Five people each receive a different rank in contest 3. Dee finishes ahead of Eli, Eli ahead of Ari, Ari ahead of Bo, and Bo ahead of Cy. Who finishes fourth?","Dee","Eli","Bo","Cy","Ari","C","Bo","The complete order from first to fifth is Dee, Eli, Ari, Bo, Cy.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0248","LSAT-style","quantifier_inference","LR-quantifier_inference","25","At Yarrow Centre, some of its programmes accepts young children. Every one of its programmes that accepts young children also has a safeguarding officer. Which conclusion follows logically?","Every one of its programmes that has a safeguarding officer also accepts young children.","Some of its programmes that accepts young children do not satisfy the condition 'has a safeguarding officer'.","Every one of its programmes accepts young children.","Some of its programmes that has a safeguarding officer also accepts young children.","None of its programmes has a safeguarding officer.","D","Some of its programmes that has a safeguarding officer also accepts young children.","The objects asserted to be A must also be B, establishing at least one object that is both. Nothing establishes that all B are A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0097","LSAT-style","sufficient_assumption","LR-sufficient_assumption","10","At Juniper Workshop, every one of its members that uses the industrial saw also has safety certification. A manager concludes that every one that uses the industrial saw also has completed an assessment. Which additional premise, if assumed, guarantees the conclusion?","Every one of its members that has completed an assessment also has safety certification.","Every one of its members that has safety certification also has completed an assessment.","Some of its members that has safety certification also has completed an assessment.","Every one of its members that has completed an assessment also uses the industrial saw.","Some of its members that has completed an assessment also uses the industrial saw.","B","Every one of its members that has safety certification also has completed an assessment.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
