"id","category","question_type","template_family","variant_id","question","option_a","option_b","option_c","option_d","option_e","correct_answer","correct_answer_text","explanation","source","review_status","image_url","target_time_seconds","timing_status","requires_paper","question_and_choices_word_count"
"R0258","Philosophy / critical thinking","false_choices","false_choices","11","Either all choices are fully free or nobody is responsible for anything. Best diagnosis?","A word changes meaning","A reasonable third possibility is excluded","The conclusion merely repeats its premise","The alternatives are genuinely exhaustive as stated","The response attacks a person","B","A reasonable third possibility is excluded","Degrees of control and responsibility are excluded without argument.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0186","LSAT-style","assumption_repair","assumption_repair","6","To defend a repair claim, a mechanic gives diagnostic results linking the broken part to the symptom. Strategy?","Repeat the conclusion more strongly","Add an unrelated fact","Change the subject","Attack the critic personally","Add evidence for the missing link","E","Add evidence for the missing link","The results supply the missing causal connection.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0018","LSAT-style","necessary_assumption","necessary_assumption","9","The new ramp will make this entrance accessible to wheelchair users. Necessary assumption?","Stairs will be removed.","The building has no other entrance.","The ramp is colourful.","No remaining barrier blocks their passage.","Everyone uses a wheelchair.","D","No remaining barrier blocks their passage.","A remaining obstacle could prevent the promised access.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0200","LSAT-style","short_passage_purpose","short_passage_purpose","2","The staircase is unsafe. Close it until repaired. Main purpose?","Defend a recommendation","Explain an apparent puzzle","Report a change without arguing","Qualify an overly broad claim","Distinguish two concepts","A","Defend a recommendation","A safety reason supports an action.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","30"
"R0057","LSAT-style","evaluate_argument","evaluate_argument","3","The cafe predicts reusable cups will reduce waste. What is most useful to ask?","Who named the cafe?","Do employees like tea?","Are they fashionable?","Will they replace disposable cups in practice?","Is the menu handwritten?","D","Will they replace disposable cups in practice?","Replacement behaviour determines whether disposables are avoided.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
"R0099","LSAT-style","argument_role","argument_role","9","The committee met on Tuesday. Since the evidence is incomplete, postpone judgment. Role of Tuesday?","Main conclusion","Concession","Objection being considered","Background only","Supporting reason","D","Background only","The day does not support the evidential recommendation.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","25"
"R0241","Philosophy / critical thinking","relevance_of_objection","relevance_of_objection","5","A says consent matters. B replies, 'Yes, consent is important.' Assess B's response.","Unrelated distraction","Personal criticism with no stated relevance","Relevant concern about source reliability","Relevant objection to the reasoning","Agreement rather than an objection","E","Agreement rather than an objection","B affirms A's position rather than challenging it.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
"R0453","Philosophy / critical thinking","personal_identity_criteria","personal_identity_criteria","8","An institution bases recognized identity on its official registration, regardless of philosophical debates. Which criterion is used?","Continuity of memory or psychology","Similarity of appearance alone","Continuity of the body","No identity criterion is specified","Social or legal recognition","E","Social or legal recognition","The criterion is institutional recognition.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","39"
"R0178","LSAT-style","premise_vs_inference","premise_vs_inference","7","In 'Lights are on, so somebody may be home,' what is 'somebody may be home'?","Definition","Observation offered as evidence","Question rather than a claim","Recommendation","Inference drawn from evidence","E","Inference drawn from evidence","It is a tentative inference from the lights.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","30"
"R0439","Philosophy / critical thinking","thought_experiment_use","thought_experiment_use","5","A survey records how often people keep promises. Unlike an imagined case, what does it try to establish?","Establish how often something happens","Test a principle with a hypothetical case","Report a personal preference only","Replace all need for reasons","Prove a real event occurred","A","Establish how often something happens","A survey of behaviour investigates frequency.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","45"
"R0171","LSAT-style","evidence_weight","evidence_weight","9","Claim: The new schedule reduced stress. Evidence: Workload also fell sharply. What does this provide?","Directly supports the claim","Irrelevant to the claim","Directly counts against the claim","Suggests a competing explanation","Only repeats the claim","D","Suggests a competing explanation","Reduced workload is a rival explanation for lower stress.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
"R0087","LSAT-style","parallel_reasoning","parallel_reasoning","6","All bronze keys are spare keys. All spare keys are stored. So all bronze keys are stored. Which matches?","No poets write; all writers create; all poets create.","All poets write; all painters create; all poets paint.","All poets write; all writers create; all poets create.","Some poets write; some writers sing; all poets sing.","All poets write; all writers create; all creators are poets.","C","All poets write; all writers create; all poets create.","Both link universal inclusions in the same direction.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","65"
"R0406","Philosophy / critical thinking","rights_and_welfare","rights_and_welfare","5","Would publishing these records reveal anyone's identity? What kind of question is this?","Only a factual question is raised","An individual right limits the choice","A compromise protects both interests partly","A value conflict remains unresolved","Total benefit is treated as decisive","A","Only a factual question is raised","It asks about an effect relevant to ethics, not yet the ethical verdict.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0265","Philosophy / critical thinking","circularity","circularity","7","The map is reliable because a survey team independently checked its landmarks. What support is offered?","A conclusion is asserted without a reason","Each claim is supported only by the other","The support restates the claim","A counterexample is offered","Independent support is offered","E","Independent support is offered","The independent survey is evidence beyond the map's own claims.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0274","Philosophy / critical thinking","meaning_and_ambiguity","meaning_and_ambiguity","5","We should preserve natural things. Does 'natural' mean unmodified, common, or nonhuman-made? Why ask this?","A key word changes meaning","An ambiguous term needs clarification","A factual contradiction is established","A personal preference settles the definition","The same meaning is used consistently","B","An ambiguous term needs clarification","The intended scope depends on the term's meaning.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0229","Philosophy / critical thinking","fallacy_detection","fallacy_detection","4","Everyone in my group believes it, so it must be true. Best assessment?","A limited claim is exaggerated","The person is attacked instead of the argument","The conclusion is simply assumed","Popularity replaces evidence","The reasoning supports the conclusion","D","Popularity replaces evidence","Agreement alone does not establish truth.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","39"
"R0129","LSAT-style","causal_flaw","causal_flaw","3","I wore a new hat, then my team won. The hat caused the win. Main gap?","Treating a possible cause as the only cause","Reversing a possible causal direction","Overlooking a common cause","Ignoring selection into the group","Confusing sequence with causation","E","Confusing sequence with causation","An event preceding another does not establish causation.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0418","Philosophy / critical thinking","responsibility_and_control","responsibility_and_control","6","A sleeping person moves without awareness and pushes a pillow off the bed. Which feature matters?","The facts do not settle control or knowledge","Control is absent in the described act","Control is reduced by a threat","Relevant knowledge is missing","Deliberate informed choice is described","B","Control is absent in the described act","The described movement is not a conscious controlled choice.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","46"
"R0062","LSAT-style","evaluate_argument","evaluate_argument","8","A shelter says online photos will increase adoptions. Best question?","Are its signs square?","Does the office have curtains?","What brand are the bowls?","Who painted the fence?","Do prospective adopters use its website?","E","Do prospective adopters use its website?","The audience must encounter the proposed information.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","34"
"R0244","Philosophy / critical thinking","relevance_of_objection","relevance_of_objection","8","A philosopher argues about identity. A critic complains about his accent. Assess this.","Relevant objection to the reasoning","Personal criticism with no stated relevance","Agreement rather than an objection","Unrelated distraction","Relevant concern about source reliability","B","Personal criticism with no stated relevance","The accent is not connected to the identity argument.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
"R0223","LSAT-style","agreement_and_entailment","agreement_and_entailment","7","A: The claim lacks proof. B: It is unproven. Claim: The claim has been proved.","Only one takes a position on it","Neither takes a position on it","They explicitly disagree about it","Both speakers explicitly reject it","Both speakers explicitly accept it","D","Both speakers explicitly reject it","Both deny the stated proof status.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0349","Philosophy / critical thinking","fact_value_distinction","fact_value_distinction","3","You should return the borrowed book. What kind of claim is this?","A definition for this discussion","A descriptive premise alone does not establish an obligation","A descriptive claim","A value judgment","A recommendation","E","A recommendation","The sentence recommends an action as something to do.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","34"
"R0294","Philosophy / critical thinking","consistency","consistency","3","I disliked the policy last year; I support it now. What is shown?","The claims contradict each other","There is too little information about the wording","The claims can both be true","The speakers use different definitions","Only a change over time is described","E","Only a change over time is described","Different attitudes at different times need not conflict.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0179","LSAT-style","premise_vs_inference","premise_vs_inference","8","In 'By recyclable, we mean accepted by this collection service,' what is being supplied?","Inference drawn from evidence","Definition","Observation offered as evidence","Recommendation","Question rather than a claim","B","Definition","It stipulates a context-specific meaning.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","29"
"R0123","LSAT-style","quantifier_inference","quantifier_inference","6","All guests arrived. A guest did not arrive. Assess the premises.","At least some, but not necessarily all","None of the first group","The premises are inconsistent","All members of the first group","Cannot tell whether any","C","The premises are inconsistent","A guest is simultaneously included in and excluded from arrival.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0317","Philosophy / critical thinking","burden_of_support","burden_of_support","4","My theory must be true until someone finds an error. What is missing?","The claimant still needs supporting reasons","The claim has been independently supported","The critic has disproved the claim","The evidence directly refutes the universal claim","Both sides are proved correct","A","The claimant still needs supporting reasons","The theory needs affirmative support, not just absence of criticism.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0334","Philosophy / critical thinking","testability","testability","10","Should promises survive a major change in circumstances? What kind of question is this?","It states a definition","It expresses a preference","An observation could count against it","It asks a moral question","It is protected against every possible outcome","D","It asks a moral question","It concerns the force of an obligation.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0116","LSAT-style","conditional_inference","conditional_inference","8","If an order is urgent, it ships today. This order is urgent and will not ship today. Assess these premises.","No factual claim is made","Must be false","Could be true or false","Premises contradict each other","Must be true","D","Premises contradict each other","The particular facts violate the stated conditional rule.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0440","Philosophy / critical thinking","thought_experiment_use","thought_experiment_use","6","A recording is used to establish that an apology actually occurred. What is it used to do?","Establish how often something happens","Report a personal preference only","Prove a real event occurred","Test a principle with a hypothetical case","Replace all need for reasons","C","Prove a real event occurred","It provides evidence for an event rather than merely imagining it.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0228","Philosophy / critical thinking","fallacy_detection","fallacy_detection","3","This belief is correct because it is true, and it is true because it is correct. Best assessment?","Popularity replaces evidence","The reasoning supports the conclusion","A limited claim is exaggerated","The conclusion is simply assumed","The person is attacked instead of the argument","D","The conclusion is simply assumed","The support repeats the same claim without independent grounds.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0454","Philosophy / critical thinking","personal_identity_criteria","personal_identity_criteria","9","They wear matching clothes and have similar faces, therefore they are one person. What basis is used?","Continuity of the body","Social or legal recognition","Continuity of memory or psychology","Similarity of appearance alone","No identity criterion is specified","D","Similarity of appearance alone","Superficial similarity is offered in place of continuity.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","39"
"R0427","Philosophy / critical thinking","charitable_interpretation","charitable_interpretation","4","I think your reasons fail, but I will say you are right just to end this. What approach is used?","Interpret the strongest reasonable version","Agree merely to avoid discussion","Ask what the ambiguous claim means","Replace the view with an extreme version","Attack the speaker instead of the idea","B","Agree merely to avoid discussion","The response avoids rather than evaluates disagreement.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","50"
"R0474","Philosophy / critical thinking","conceptual_definition_tests","conceptual_definition_tests","7","Define consent as voluntary agreement. No agreement of any kind occurs. Assessment?","More information is needed","The example fits the stated definition","The example fails a necessary condition","The definition is too broad for the proposed use","The definition is too narrow for the proposed use","C","The example fails a necessary condition","A necessary feature is missing.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","46"
"R0495","Philosophy / critical thinking","responding_to_objections","responding_to_objections","6","You define freedom as no interference. A critic asks about internal compulsion. Best response?","Discuss unrelated laws.","Call the critic unfriendly.","Clarify whether your account includes that constraint.","Say free things are cheap.","Repeat the word freedom.","C","Clarify whether your account includes that constraint.","The objection challenges the definition's scope.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0106","LSAT-style","method_of_reasoning","method_of_reasoning","7","Not all brave acts are loud: quietly reporting abuse can be brave. Method?","Explaining an observation","Comparing similar cases","Applying a general rule","Eliminating alternatives","Offering a counterexample","E","Offering a counterexample","A quiet brave act refutes the proposed universal connection.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","28"
"R0128","LSAT-style","causal_flaw","causal_flaw","2","Hot days bring more ice cream sales and sunburn. Ice cream must cause sunburn. Main gap?","Confusing sequence with causation","Reversing a possible causal direction","Overlooking a common cause","Ignoring selection into the group","Treating a possible cause as the only cause","C","Overlooking a common cause","Heat and sun exposure may account for both observations.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0110","LSAT-style","conditional_inference","conditional_inference","2","If a file is sealed, it cannot be edited. This file can be edited. Claim: It is sealed.","No factual claim is made","Must be false","Must be true","Could be true or false","Premises contradict each other","B","Must be false","Sealing would rule out the observed ability to edit.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","38"
"R0478","Philosophy / critical thinking","conceptual_definition_tests","conceptual_definition_tests","11","Define cooperation as people intentionally working together toward a shared goal. A team does exactly this. Assessment?","The example fits the stated definition","More information is needed","The example fails a necessary condition","The definition is too narrow for the proposed use","The definition is too broad for the proposed use","A","The example fits the stated definition","The case meets every part of the working definition.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","51"
"R0081","LSAT-style","sufficient_assumption","sufficient_assumption","9","Every sealed jar stays on the shelf. This jar has a lid. Which rule guarantees it stays?","Shelves hold jars.","All sealed jars have lids.","This jar is clear.","Some lidded jars are sealed.","All lidded jars are sealed.","E","All lidded jars are sealed.","The added rule supplies sealing for this lidded jar.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","39"
"R0090","LSAT-style","parallel_reasoning","parallel_reasoning","9","No silent alarms make sound. This alarm makes sound, so it is not silent. Which matches?","No envelopes are open; no envelopes exist.","No sealed envelopes are open; this is open; it is not sealed.","No sealed envelopes are open; this is unsealed; it is open.","Some envelopes are open; all are unsealed.","All sealed envelopes are closed; this is closed; it is sealed.","B","No sealed envelopes are open; this is open; it is not sealed.","Both rule out a category from an incompatible observed property.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","64"
"R0320","Philosophy / critical thinking","burden_of_support","burden_of_support","7","She claims the bell rang; an independent recording confirms it. What has happened?","The critic has disproved the claim","The claim has been independently supported","The claimant still needs supporting reasons","The evidence directly refutes the universal claim","Both sides are proved correct","B","The claim has been independently supported","Independent evidence supports the event claim.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0105","LSAT-style","method_of_reasoning","method_of_reasoning","6","No food is allowed in the gallery. This sandwich is food, so take it outside. Method?","Offering a counterexample","Applying a general rule","Eliminating alternatives","Comparing similar cases","Explaining an observation","B","Applying a general rule","A general restriction is applied to a particular item.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","31"
"R0184","LSAT-style","assumption_repair","assumption_repair","4","Challenged about a product test, a seller insults the critic's appearance. What strategy is this?","Repeat the conclusion more strongly","Add an unrelated fact","Attack the critic personally","Change the subject","Add evidence for the missing link","C","Attack the critic personally","The seller targets the person instead of the test objection.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0467","Philosophy / critical thinking","freedom_under_stated_definitions","freedom_under_stated_definitions","11","Under a definition requiring informed choice, someone is deliberately deceived about what they are choosing. Assessment?","A moral verdict does not follow just from freedom","The definition changes mid-argument","The definition needs information not supplied","Not free under the stipulated definition","Free under the stipulated definition","D","Not free under the stipulated definition","The information requirement is not met as described.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","46"
"R0067","LSAT-style","counterexample","counterexample","4","Claim: All useful inventions were planned. Counterexample?","An old invention.","An unused planned device.","A useful invention discovered accidentally.","A popular inventor.","A planned useful tool.","C","A useful invention discovered accidentally.","The case is useful but not planned.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","26"
"R0121","LSAT-style","quantifier_inference","quantifier_inference","4","All lanterns are lit. Does this establish that any lantern exists?","The premises are inconsistent","All members of the first group","At least some, but not necessarily all","None of the first group","Cannot tell whether any","E","Cannot tell whether any","A universal rule alone need not establish an instance.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0374","Philosophy / critical thinking","intentions_and_outcomes","intentions_and_outcomes","6","A teacher intends fairness but chooses a rule that disadvantages a pupil. What does this illustrate?","Good intention does not guarantee a good outcome","Bad outcome does not prove bad intention","The same outcome can arise from different intentions","Intention and outcome are both unspecified","The same intention can produce different outcomes","A","Good intention does not guarantee a good outcome","An intended value is not automatically realized by the chosen action.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","52"
"R0342","Philosophy / critical thinking","epistemic_humility","epistemic_humility","7","Two reliable reports conflict. What is the best initial approach?","Treat uncertainty as proof of falsehood","Treat confidence as proof of truth","Keep the belief regardless of all evidence","Revise confidence in light of relevant evidence","Accept whichever view is more popular","D","Revise confidence in light of relevant evidence","Investigate the conflict and adjust confidence rather than force certainty.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0017","LSAT-style","necessary_assumption","necessary_assumption","8","Hiring a driver will let Jo reach work while unable to drive. Necessary assumption?","All jobs require driving.","The driver lives nearby.","Jo can travel as a passenger.","Jo owns several cars.","Jo dislikes buses.","C","Jo can travel as a passenger.","A driver solves inability to drive, not inability to travel at all.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","35"
"R0126","LSAT-style","quantifier_inference","quantifier_inference","9","Every dragon in the story breathes fire. Does the sentence alone establish a dragon appears?","None of the first group","The premises are inconsistent","All members of the first group","Cannot tell whether any","At least some, but not necessarily all","D","Cannot tell whether any","The universal statement does not assert existence.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","41"
"R0339","Philosophy / critical thinking","epistemic_humility","epistemic_humility","4","We are unsure whether the claim is true, so it is false. What move is this?","Keep the belief regardless of all evidence","Treat confidence as proof of truth","Revise confidence in light of relevant evidence","Accept whichever view is more popular","Treat uncertainty as proof of falsehood","E","Treat uncertainty as proof of falsehood","Lack of certainty does not establish falsity.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","48"
"R0426","Philosophy / critical thinking","charitable_interpretation","charitable_interpretation","3","A speaker says freedom matters, but its meaning is unclear. Best first move?","Ask what the ambiguous claim means","Replace the view with an extreme version","Agree merely to avoid discussion","Attack the speaker instead of the idea","Interpret the strongest reasonable version","A","Ask what the ambiguous claim means","Clarification prevents debating different concepts accidentally.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0136","LSAT-style","sampling_flaw","sampling_flaw","1","A hotel asks only guests who left praise whether service is good. Main sampling issue?","One unusual case is overgeneralized","Only dissatisfied people were sampled","The sample excludes relevant people","No sampling flaw is specified","Only satisfied people were sampled","E","Only satisfied people were sampled","Selection already favours positive experiences.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0133","LSAT-style","causal_flaw","causal_flaw","7","Stormy weather brings fallen branches and power cuts. Fallen branches must explain every cut. Main gap?","Confusing sequence with causation","Overlooking a common cause","Treating a possible cause as the only cause","Reversing a possible causal direction","Ignoring selection into the group","C","Treating a possible cause as the only cause","Other storm-related causes are not ruled out for every cut.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0272","Philosophy / critical thinking","meaning_and_ambiguity","meaning_and_ambiguity","3","Here, 'guest' means non-member. Lee is a non-member, so Lee is a guest. Assessment?","A key word changes meaning","An ambiguous term needs clarification","A factual contradiction is established","The same meaning is used consistently","A personal preference settles the definition","D","The same meaning is used consistently","The stipulated meaning is applied consistently.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","41"
"R0097","LSAT-style","argument_role","argument_role","7","This route is longer, I admit, but it is safer. We should use it. Role of 'this route is longer'?","Concession","Supporting reason","Objection being considered","Main conclusion","Background only","A","Concession","It acknowledges a consideration against the preferred route.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","30"
"R0154","LSAT-style","argument_flaw_plain_language","argument_flaw_plain_language","1","Ignore her transport argument; she dresses badly. What goes wrong?","Attacking the person instead of the reason","Assuming the conclusion in the support","Changing the meaning of a key word","Presenting too few alternatives","Misrepresenting the opposing view","A","Attacking the person instead of the reason","Clothing does not address the transport reasons.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","38"
"R0330","Philosophy / critical thinking","testability","testability","6","Every seed in this batch will sprout under these stated conditions. Testable in principle?","It is protected against every possible outcome","It asks a moral question","An observation could count against it","It states a definition","It expresses a preference","C","An observation could count against it","A seed failing under those conditions would challenge the claim.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0444","Philosophy / critical thinking","thought_experiment_use","thought_experiment_use","10","Someone says 'My imaginary story settles every moral question; no reasons are needed.' What move is this?","Replace all need for reasons","Report a personal preference only","Prove a real event occurred","Test a principle with a hypothetical case","Establish how often something happens","A","Replace all need for reasons","The speaker wrongly substitutes the story itself for all justification.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0322","Philosophy / critical thinking","burden_of_support","burden_of_support","9","Every page is blank. An inspected page contains writing. What has happened?","The evidence directly refutes the universal claim","The claimant still needs supporting reasons","The critic has disproved the claim","Both sides are proved correct","The claim has been independently supported","A","The evidence directly refutes the universal claim","A written page defeats the all-blank claim.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0217","LSAT-style","agreement_and_entailment","agreement_and_entailment","1","A: The plan is costly but useful. B: It is useful and affordable. Claim: The plan is useful.","Neither takes a position on it","They explicitly disagree about it","Both speakers explicitly reject it","Only one takes a position on it","Both speakers explicitly accept it","E","Both speakers explicitly accept it","Both explicitly call it useful.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","46"
"R0054","LSAT-style","point_of_disagreement","point_of_disagreement","9","Paz: The evidence proves guilt. Quin: It raises suspicion but proves nothing. Disagreement?","Whether guilt is possible.","Who gathered the evidence.","Whether evidence exists.","Whether the evidence proves guilt.","Whether suspicion is unpleasant.","D","Whether the evidence proves guilt.","Both can accept suspicion while disagreeing about proof.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","33"
"R0250","Philosophy / critical thinking","false_choices","false_choices","3","Either every tradition is perfect or every tradition is worthless. Best diagnosis?","The response attacks a person","A reasonable third possibility is excluded","The alternatives are genuinely exhaustive as stated","A word changes meaning","The conclusion merely repeats its premise","B","A reasonable third possibility is excluded","Different traditions can deserve different assessments.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0205","LSAT-style","short_passage_purpose","short_passage_purpose","7","The path is blocked, so use the signed detour. Main purpose?","Qualify an overly broad claim","Distinguish two concepts","Explain an apparent puzzle","Report a change without arguing","Defend a recommendation","E","Defend a recommendation","The blocked route supports taking another one.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","31"
"R0422","Philosophy / critical thinking","responsibility_and_control","responsibility_and_control","10","A window is damaged, but no actor is identified. What can we conclude about control?","Deliberate informed choice is described","The facts do not settle control or knowledge","Control is reduced by a threat","Relevant knowledge is missing","Control is absent in the described act","B","The facts do not settle control or knowledge","The event alone supplies no account of who controlled it.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","45"
"R0187","LSAT-style","assumption_repair","assumption_repair","7","Asked whether a proposal is affordable, a speaker notes the meeting room's wallpaper. What is added?","Add evidence for the missing link","Change the subject","Repeat the conclusion more strongly","Attack the critic personally","Add an unrelated fact","E","Add an unrelated fact","The wallpaper fact does not address affordability.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","38"
"R0366","Philosophy / critical thinking","ethical_principle_application","ethical_principle_application","9","Rule: Correct your publicly shared factual errors. You discover such an error. Under the rule, correction is what?","Permitted but not required","Forbidden by the stated rule","Required by the stated rule","The stated facts are inconsistent","The rule alone does not settle it","C","Required by the stated rule","The discovered public error triggers the requirement.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0219","LSAT-style","agreement_and_entailment","agreement_and_entailment","3","A: The test is fair. B: The test is unfair. Claim: The test is fair.","They explicitly disagree about it","Only one takes a position on it","Both speakers explicitly accept it","Both speakers explicitly reject it","Neither takes a position on it","A","They explicitly disagree about it","Their expressed evaluations directly conflict.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0353","Philosophy / critical thinking","fact_value_distinction","fact_value_distinction","7","This distribution is unfair. What kind of claim is this?","A definition for this discussion","A descriptive premise alone does not establish an obligation","A value judgment","A descriptive claim","A recommendation","C","A value judgment","It evaluates the distribution using a normative standard.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","32"
"R0460","Philosophy / critical thinking","freedom_under_stated_definitions","freedom_under_stated_definitions","4","A speaker first defines free as uncoerced, then concludes an act is free because it costs nothing. Main issue?","The definition needs information not supplied","A moral verdict does not follow just from freedom","Free under the stipulated definition","Not free under the stipulated definition","The definition changes mid-argument","E","The definition changes mid-argument","Free changes from voluntary to without financial cost.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","49"
